file_name,foreground_label,position_x,position_y
13450.png,7,154,107
13451.png,4,112,156
13452.png,6,79,13
13453.png,4,50,4
13454.png,9,79,1
13455.png,6,150,34
13456.png,5,186,107
13457.png,0,59,25
13458.png,3,142,175
13459.png,0,45,104
13460.png,8,147,106
13461.png,5,46,41
13462.png,1,184,147
13463.png,3,89,110
13464.png,4,85,179
13465.png,2,188,143
13466.png,4,190,164
13467.png,0,5,47
13468.png,1,34,110
13469.png,4,35,52
13470.png,1,55,178
13471.png,3,122,171
13472.png,4,74,2
13473.png,0,87,32
13474.png,9,132,77
13475.png,9,138,174
13476.png,8,171,51
13477.png,2,177,138
13478.png,2,145,191
13479.png,6,44,8
13480.png,0,147,20
13481.png,8,94,67
13482.png,7,37,99
13483.png,0,97,58
13484.png,6,67,143
13485.png,2,12,73
13486.png,2,53,77
13487.png,2,36,158
13488.png,1,154,92
13489.png,0,10,85
13490.png,0,168,23
13491.png,9,47,158
13492.png,2,59,96
13493.png,7,167,167
13494.png,7,148,157
13495.png,6,56,68
13496.png,6,107,87
13497.png,0,186,171
13498.png,4,160,182
13499.png,5,83,159
13500.png,6,1,175
13501.png,8,131,48
13502.png,3,57,5
13503.png,9,147,7
13504.png,8,115,111
13505.png,1,22,44
13506.png,2,187,70
13507.png,0,175,14
13508.png,1,90,154
13509.png,1,40,129
13510.png,4,92,45
13511.png,6,27,59
13512.png,9,109,53
13513.png,4,142,16
13514.png,7,48,96
13515.png,6,89,171
13516.png,7,111,125
13517.png,5,34,72
13518.png,3,177,79
13519.png,8,117,114
13520.png,9,168,170
13521.png,7,72,22
13522.png,0,189,68
13523.png,1,120,173
13524.png,2,88,164
13525.png,7,107,167
13526.png,1,155,121
13527.png,5,89,25
13528.png,5,88,87
13529.png,9,2,39
13530.png,3,68,151
13531.png,9,67,22
13532.png,5,158,132
13533.png,3,115,21
13534.png,1,173,144
13535.png,8,59,157
13536.png,4,73,81
13537.png,6,102,171
13538.png,9,124,187
13539.png,7,85,92
13540.png,7,68,96
13541.png,3,67,43
13542.png,2,114,108
13543.png,1,154,146
13544.png,1,58,120
13545.png,8,29,176
13546.png,8,164,16
13547.png,7,0,154
13548.png,5,184,47
13549.png,0,151,162
13550.png,6,136,50
13551.png,5,7,115
13552.png,3,188,32
13553.png,8,176,102
13554.png,6,57,100
13555.png,1,55,49
13556.png,2,156,92
13557.png,2,89,84
13558.png,1,124,179
13559.png,2,69,79
13560.png,3,70,130
13561.png,0,70,112
13562.png,8,65,75
13563.png,1,79,125
13564.png,2,21,70
13565.png,8,140,155
13566.png,7,11,158
13567.png,2,94,98
13568.png,4,138,153
13569.png,7,129,106
13570.png,0,125,126
13571.png,1,104,80
13572.png,8,58,95
13573.png,6,36,102
13574.png,8,27,5
13575.png,0,3,138
13576.png,8,51,87
13577.png,9,124,13
13578.png,0,130,122
13579.png,5,21,126
13580.png,9,25,70
13581.png,3,24,161
13582.png,8,7,24
13583.png,0,103,78
13584.png,3,187,67
13585.png,2,44,131
13586.png,9,180,178
13587.png,8,128,130
13588.png,9,108,17
13589.png,6,127,26
13590.png,3,103,77
13591.png,8,17,166
13592.png,5,104,20
13593.png,3,96,143
13594.png,0,10,139
13595.png,3,48,40
13596.png,6,128,6
13597.png,7,3,177
13598.png,5,174,14
13599.png,9,0,113
13600.png,6,146,149
13601.png,3,117,16
13602.png,3,184,178
13603.png,6,60,28
13604.png,5,165,158
13605.png,7,7,92
13606.png,8,89,38
13607.png,6,82,89
13608.png,1,74,152
13609.png,9,116,57
13610.png,5,116,90
13611.png,6,32,69
13612.png,3,50,52
13613.png,0,91,60
13614.png,8,64,132
13615.png,1,129,136
13616.png,8,26,169
13617.png,6,30,167
13618.png,5,59,101
13619.png,6,81,46
13620.png,8,115,134
13621.png,2,54,184
13622.png,7,39,66
13623.png,8,173,80
13624.png,5,51,174
13625.png,9,107,115
13626.png,2,111,93
13627.png,0,104,6
13628.png,7,9,153
13629.png,0,83,64
13630.png,3,86,122
13631.png,7,90,59
13632.png,7,134,105
13633.png,8,141,16
13634.png,6,95,114
13635.png,6,35,117
13636.png,4,141,3
13637.png,2,107,136
13638.png,7,48,84
13639.png,2,14,82
13640.png,2,20,83
13641.png,8,119,112
13642.png,9,150,157
13643.png,2,9,120
13644.png,5,41,39
13645.png,7,69,151
13646.png,4,111,77
13647.png,1,187,167
13648.png,2,102,59
13649.png,0,66,129
13650.png,0,5,124
13651.png,5,17,106
13652.png,4,36,83
13653.png,3,52,25
13654.png,4,187,167
13655.png,2,155,186
13656.png,0,14,76
13657.png,9,34,183
13658.png,5,137,16
13659.png,2,70,159
13660.png,0,173,121
13661.png,3,69,173
13662.png,9,164,34
13663.png,4,60,113
13664.png,4,16,66
13665.png,9,85,170
13666.png,8,181,49
13667.png,1,114,31
13668.png,0,44,142
13669.png,9,80,78
13670.png,9,134,91
13671.png,2,76,186
13672.png,8,80,51
13673.png,5,94,7
13674.png,8,43,105
13675.png,2,16,104
13676.png,5,85,124
13677.png,2,38,30
13678.png,3,172,180
13679.png,5,26,145
13680.png,5,106,164
13681.png,4,66,147
13682.png,2,30,155
13683.png,6,69,138
13684.png,8,0,132
13685.png,5,74,112
13686.png,3,151,156
13687.png,6,174,168
13688.png,3,147,127
13689.png,5,59,128
13690.png,9,161,110
13691.png,4,83,127
13692.png,6,40,15
13693.png,8,112,63
13694.png,8,25,166
13695.png,8,132,98
13696.png,7,121,179
13697.png,1,95,185
13698.png,2,101,149
13699.png,9,36,117
13700.png,3,38,23
13701.png,1,37,43
13702.png,8,188,151
13703.png,7,25,163
13704.png,9,128,1
13705.png,9,3,60
13706.png,7,145,161
13707.png,0,170,131
13708.png,4,27,185
13709.png,7,181,64
13710.png,0,175,183
13711.png,9,27,1
13712.png,0,48,145
13713.png,1,125,63
13714.png,0,54,155
13715.png,4,188,158
13716.png,0,91,6
13717.png,9,108,155
13718.png,7,68,58
13719.png,6,178,27
13720.png,8,12,34
13721.png,5,23,10
13722.png,1,109,111
13723.png,6,39,126
13724.png,9,89,3
13725.png,3,77,166
13726.png,4,125,105
13727.png,2,120,33
13728.png,8,53,179
13729.png,8,62,97
13730.png,9,52,147
13731.png,8,179,61
13732.png,7,79,116
13733.png,3,16,166
13734.png,6,144,45
13735.png,2,30,129
13736.png,6,138,33
13737.png,7,137,181
13738.png,8,62,41
13739.png,9,87,155
13740.png,1,188,33
13741.png,7,138,146
13742.png,1,78,114
13743.png,8,155,128
13744.png,8,106,45
13745.png,9,83,100
13746.png,4,162,130
13747.png,0,44,64
13748.png,3,108,95
13749.png,7,40,161
13750.png,3,183,0
13751.png,0,7,34
13752.png,2,42,41
13753.png,6,170,124
13754.png,6,178,111
13755.png,1,85,163
13756.png,6,6,153
13757.png,2,69,100
13758.png,5,66,125
13759.png,2,128,187
13760.png,4,23,166
13761.png,2,160,186
13762.png,4,162,96
13763.png,1,76,68
13764.png,4,176,23
13765.png,5,109,64
13766.png,1,92,174
13767.png,9,189,20
13768.png,1,60,172
13769.png,4,156,67
13770.png,2,186,26
13771.png,9,96,96
13772.png,4,12,118
13773.png,5,67,185
13774.png,1,51,159
13775.png,7,167,141
13776.png,6,42,3
13777.png,2,80,164
13778.png,4,113,64
13779.png,9,13,39
13780.png,9,95,70
13781.png,5,50,130
13782.png,9,32,27
13783.png,6,100,95
13784.png,1,76,10
13785.png,4,9,130
13786.png,2,171,32
13787.png,4,68,125
13788.png,8,106,145
13789.png,7,90,64
13790.png,7,43,117
13791.png,9,139,60
13792.png,5,97,21
13793.png,3,145,85
13794.png,2,103,38
13795.png,9,108,182
13796.png,6,142,23
13797.png,6,149,111
13798.png,9,41,93
13799.png,7,49,173
13800.png,0,35,178
13801.png,0,22,26
13802.png,6,17,181
13803.png,4,145,10
13804.png,6,132,116
13805.png,5,177,55
13806.png,6,127,34
13807.png,9,10,108
13808.png,8,170,127
13809.png,9,73,125
13810.png,8,170,77
13811.png,3,133,106
13812.png,2,91,32
13813.png,3,133,154
13814.png,2,39,40
13815.png,4,131,120
13816.png,8,13,42
13817.png,0,42,25
13818.png,7,133,138
13819.png,2,0,63
13820.png,2,173,138
13821.png,1,13,141
13822.png,3,142,162
13823.png,1,33,137
13824.png,3,6,53
13825.png,6,26,49
13826.png,3,119,162
13827.png,9,110,86
13828.png,4,29,86
13829.png,5,96,54
13830.png,3,10,10
13831.png,2,112,50
13832.png,4,52,185
13833.png,0,27,66
13834.png,4,37,6
13835.png,0,26,20
13836.png,8,48,100
13837.png,2,176,33
13838.png,6,40,142
13839.png,1,130,99
13840.png,5,109,132
13841.png,0,168,40
13842.png,5,163,95
13843.png,1,13,92
13844.png,6,62,32
13845.png,1,157,178
13846.png,4,18,63
13847.png,6,78,79
13848.png,2,124,173
13849.png,1,46,113
13850.png,0,162,8
13851.png,8,178,9
13852.png,1,76,164
13853.png,2,106,119
13854.png,8,116,39
13855.png,4,176,41
13856.png,2,68,44
13857.png,3,96,46
13858.png,1,154,26
13859.png,8,73,1
13860.png,0,54,115
13861.png,0,38,155
13862.png,3,45,139
13863.png,4,63,110
13864.png,0,10,127
13865.png,5,14,129
13866.png,6,15,10
13867.png,9,184,34
13868.png,8,67,23
13869.png,9,152,168
13870.png,9,177,38
13871.png,4,131,141
13872.png,5,149,73
13873.png,3,19,26
13874.png,8,190,97
13875.png,4,19,110
13876.png,0,184,79
13877.png,1,144,34
13878.png,6,170,116
13879.png,2,159,59
13880.png,0,74,30
13881.png,9,185,141
13882.png,4,49,67
13883.png,8,169,39
13884.png,1,112,139
13885.png,5,5,24
13886.png,8,109,38
13887.png,4,71,10
13888.png,7,44,31
13889.png,9,84,107
13890.png,6,141,76
13891.png,2,158,39
13892.png,7,91,5
13893.png,8,42,138
13894.png,0,121,96
13895.png,1,60,90
13896.png,4,30,155
13897.png,1,82,59
13898.png,2,102,113
13899.png,1,173,79
13900.png,7,187,106
13901.png,2,170,103
13902.png,0,148,83
13903.png,4,89,127
13904.png,9,157,184
13905.png,4,155,175
13906.png,9,157,164
13907.png,3,34,85
13908.png,1,154,96
13909.png,4,117,80
13910.png,9,191,186
13911.png,5,137,134
13912.png,8,187,107
13913.png,3,109,79
13914.png,3,182,188
13915.png,0,187,172
13916.png,6,162,51
13917.png,9,163,189
13918.png,3,15,21
13919.png,9,120,151
13920.png,6,18,115
13921.png,6,5,136
13922.png,1,80,160
13923.png,8,95,73
13924.png,1,189,94
13925.png,3,131,44
13926.png,5,138,18
13927.png,4,166,96
13928.png,3,71,91
13929.png,8,109,125
13930.png,5,67,146
13931.png,3,48,5
13932.png,6,58,85
13933.png,4,52,37
13934.png,2,56,104
13935.png,7,134,167
13936.png,2,47,155
13937.png,0,125,147
13938.png,6,21,162
13939.png,6,65,35
13940.png,1,107,155
13941.png,3,39,186
13942.png,7,39,8
13943.png,4,121,91
13944.png,1,155,99
13945.png,4,145,86
13946.png,4,163,174
13947.png,7,184,57
13948.png,5,176,28
13949.png,6,81,136
13950.png,7,25,12
13951.png,0,56,40
13952.png,1,122,52
13953.png,3,154,0
13954.png,8,83,5
13955.png,2,46,154
13956.png,6,8,36
13957.png,3,68,76
13958.png,8,188,172
13959.png,4,43,90
13960.png,5,52,140
13961.png,7,183,127
13962.png,9,10,98
13963.png,9,71,85
13964.png,0,124,5
13965.png,6,18,53
13966.png,0,183,68
13967.png,8,83,127
13968.png,1,160,145
13969.png,9,38,100
13970.png,2,126,55
13971.png,3,145,28
13972.png,4,13,128
13973.png,1,132,26
13974.png,7,24,109
13975.png,7,171,152
13976.png,3,6,57
13977.png,7,161,139
13978.png,4,134,65
13979.png,0,143,160
13980.png,5,6,17
13981.png,8,63,17
13982.png,8,142,189
13983.png,5,80,64
13984.png,4,155,86
13985.png,2,19,52
13986.png,3,90,98
13987.png,4,74,119
13988.png,6,105,21
13989.png,2,26,24
13990.png,5,109,0
13991.png,3,183,49
13992.png,8,180,158
13993.png,4,165,50
13994.png,1,28,99
13995.png,4,140,84
13996.png,1,84,0
13997.png,1,46,145
13998.png,5,62,10
13999.png,1,56,184
14000.png,4,58,62
14001.png,5,49,23
14002.png,7,128,155
14003.png,6,56,168
14004.png,5,59,172
14005.png,1,59,53
14006.png,1,112,161
14007.png,1,143,61
14008.png,9,31,34
14009.png,6,128,86
14010.png,8,129,185
14011.png,8,120,17
14012.png,2,2,64
14013.png,2,190,110
14014.png,3,124,180
14015.png,5,13,175
14016.png,9,90,107
14017.png,2,159,159
14018.png,3,32,109
14019.png,4,24,2
14020.png,9,115,128
14021.png,2,78,94
14022.png,4,109,31
14023.png,0,66,136
14024.png,6,77,92
14025.png,0,77,69
14026.png,5,147,46
14027.png,6,3,171
14028.png,8,145,69
14029.png,2,134,37
14030.png,3,164,74
14031.png,3,78,3
14032.png,3,162,130
14033.png,5,59,127
14034.png,5,170,102
14035.png,1,176,72
14036.png,4,72,145
14037.png,8,61,57
14038.png,4,176,52
14039.png,6,9,14
14040.png,1,161,35
14041.png,4,161,7
14042.png,6,105,37
14043.png,6,67,80
14044.png,7,155,120
14045.png,8,85,126
14046.png,8,38,106
14047.png,3,32,107
14048.png,1,43,9
14049.png,8,36,24
14050.png,7,125,155
14051.png,4,70,29
14052.png,0,139,162
14053.png,9,100,176
14054.png,8,50,185
14055.png,1,69,71
14056.png,0,51,146
14057.png,7,111,51
14058.png,8,169,118
14059.png,9,148,152
14060.png,4,83,175
14061.png,1,181,163
14062.png,2,4,88
14063.png,2,177,41
14064.png,3,18,81
14065.png,6,122,38
14066.png,7,61,190
14067.png,1,127,105
14068.png,1,66,25
14069.png,0,97,134
14070.png,3,22,94
14071.png,9,23,3
14072.png,9,150,98
14073.png,4,71,183
14074.png,1,147,46
14075.png,4,136,164
14076.png,5,89,125
14077.png,9,55,138
14078.png,2,185,111
14079.png,0,26,53
14080.png,0,153,146
14081.png,7,98,162
14082.png,4,107,67
14083.png,9,7,123
14084.png,6,141,11
14085.png,2,174,190
14086.png,7,138,184
14087.png,4,110,119
14088.png,2,81,93
14089.png,3,102,159
14090.png,4,17,152
14091.png,3,126,10
14092.png,1,132,178
14093.png,5,89,0
14094.png,2,176,2
14095.png,7,13,3
14096.png,1,84,81
14097.png,9,134,56
14098.png,6,80,146
14099.png,9,109,6
14100.png,9,118,107
14101.png,1,120,126
14102.png,7,107,156
14103.png,5,142,70
14104.png,4,58,124
14105.png,4,88,141
14106.png,2,127,10
14107.png,3,58,4
14108.png,3,150,100
14109.png,7,67,36
14110.png,1,181,154
14111.png,4,184,20
14112.png,9,82,10
14113.png,4,114,75
14114.png,2,158,11
14115.png,3,14,40
14116.png,0,118,19
14117.png,1,3,179
14118.png,3,26,63
14119.png,5,31,50
14120.png,2,156,176
14121.png,5,68,87
14122.png,3,137,191
14123.png,8,173,64
14124.png,0,53,149
14125.png,3,51,158
14126.png,7,126,182
14127.png,2,63,134
14128.png,0,37,156
14129.png,1,183,153
14130.png,7,105,191
14131.png,6,17,154
14132.png,8,169,42
14133.png,6,167,52
14134.png,4,167,167
14135.png,2,145,138
14136.png,0,29,28
14137.png,0,100,115
14138.png,0,138,67
14139.png,6,106,51
14140.png,5,115,164
14141.png,8,52,172
14142.png,4,97,67
14143.png,7,104,88
14144.png,7,176,64
14145.png,1,178,165
14146.png,2,128,128
14147.png,4,54,29
14148.png,3,102,5
14149.png,8,92,134
14150.png,7,121,184
14151.png,4,52,82
14152.png,4,176,135
14153.png,0,97,34
14154.png,2,161,92
14155.png,3,146,26
14156.png,2,145,163
14157.png,2,67,13
14158.png,8,167,182
14159.png,5,71,60
14160.png,5,76,182
14161.png,3,72,3
14162.png,6,48,152
14163.png,6,182,170
14164.png,4,51,82
14165.png,1,143,56
14166.png,8,44,120
14167.png,1,152,114
14168.png,1,171,64
14169.png,0,156,149
14170.png,9,43,87
14171.png,3,60,147
14172.png,2,166,1
14173.png,9,161,53
14174.png,2,87,39
14175.png,2,118,162
14176.png,8,130,85
14177.png,9,191,51
14178.png,6,18,60
14179.png,9,155,6
14180.png,2,64,87
14181.png,4,63,84
14182.png,1,177,182
14183.png,8,52,158
14184.png,5,36,75
14185.png,5,146,112
14186.png,4,125,10
14187.png,3,41,149
14188.png,6,167,83
14189.png,9,10,115
14190.png,0,96,125
14191.png,7,171,103
14192.png,2,156,178
14193.png,0,82,49
14194.png,0,22,136
14195.png,2,78,40
14196.png,7,106,105
14197.png,9,74,32
14198.png,9,14,32
14199.png,2,88,26
14200.png,6,182,171
14201.png,1,102,50
14202.png,7,116,93
14203.png,0,81,118
14204.png,1,67,120
14205.png,9,126,111
14206.png,2,190,189
14207.png,8,33,183
14208.png,8,111,8
14209.png,1,90,56
14210.png,0,42,112
14211.png,8,42,84
14212.png,6,59,11
14213.png,0,32,120
14214.png,7,46,189
14215.png,7,118,96
14216.png,0,35,89
14217.png,9,176,120
14218.png,7,145,67
14219.png,7,129,100
14220.png,9,143,76
14221.png,5,90,184
14222.png,7,175,47
14223.png,5,138,144
14224.png,9,34,92
14225.png,3,82,143
14226.png,4,32,10
14227.png,5,172,175
14228.png,2,124,119
14229.png,2,91,49
14230.png,3,142,65
14231.png,6,94,97
14232.png,3,52,170
14233.png,7,122,14
14234.png,3,49,76
14235.png,4,84,68
14236.png,6,166,83
14237.png,3,52,47
14238.png,1,44,140
14239.png,3,154,53
14240.png,1,67,168
14241.png,6,29,112
14242.png,7,53,31
14243.png,4,48,84
14244.png,4,159,85
14245.png,8,163,143
14246.png,5,58,130
14247.png,1,117,134
14248.png,2,65,175
14249.png,1,186,9
14250.png,9,110,131
14251.png,4,57,42
14252.png,2,136,56
14253.png,3,17,141
14254.png,7,168,76
14255.png,4,77,148
14256.png,4,28,108
14257.png,6,98,149
14258.png,4,91,38
14259.png,5,29,80
14260.png,8,35,121
14261.png,7,77,42
14262.png,4,111,2
14263.png,4,52,112
14264.png,3,10,99
14265.png,9,115,85
14266.png,2,77,155
14267.png,6,174,97
14268.png,0,49,79
14269.png,3,181,45
14270.png,2,6,163
14271.png,9,83,179
14272.png,7,107,35
14273.png,5,180,53
14274.png,6,50,175
14275.png,0,101,131
14276.png,5,31,59
14277.png,8,52,107
14278.png,9,81,161
14279.png,9,181,153
14280.png,2,39,180
14281.png,8,128,37
14282.png,3,86,137
14283.png,4,84,109
14284.png,4,34,26
14285.png,2,131,35
14286.png,8,121,119
14287.png,8,141,146
14288.png,1,181,76
14289.png,3,125,171
14290.png,7,92,191
14291.png,6,86,19
14292.png,8,43,122
14293.png,6,48,2
14294.png,2,35,178
14295.png,9,19,14
14296.png,2,72,143
14297.png,3,177,83
14298.png,5,34,20
14299.png,2,50,167
14300.png,1,153,32
14301.png,7,134,95
14302.png,1,175,161
14303.png,4,138,157
14304.png,2,183,157
14305.png,4,15,182
14306.png,8,42,162
14307.png,0,129,37
14308.png,2,160,55
14309.png,0,83,113
14310.png,4,129,69
14311.png,1,71,175
14312.png,0,90,2
14313.png,3,36,51
14314.png,2,83,191
14315.png,3,169,30
14316.png,4,35,165
14317.png,2,116,49
14318.png,8,127,74
14319.png,7,143,81
14320.png,5,58,38
14321.png,3,105,49
14322.png,5,119,80
14323.png,9,140,114
14324.png,4,187,161
14325.png,0,127,140
14326.png,9,49,85
14327.png,2,66,117
14328.png,8,39,56
14329.png,0,99,80
14330.png,3,68,185
14331.png,5,155,103
14332.png,9,5,10
14333.png,7,33,44
14334.png,0,136,75
14335.png,0,41,164
14336.png,1,41,181
14337.png,5,66,4
14338.png,9,160,52
14339.png,1,132,48
14340.png,3,128,49
14341.png,0,26,148
14342.png,6,170,92
14343.png,0,74,123
14344.png,3,175,104
14345.png,6,174,169
14346.png,5,142,39
14347.png,0,50,127
14348.png,8,132,121
14349.png,7,171,141
14350.png,0,75,99
14351.png,1,25,185
14352.png,6,86,53
14353.png,2,132,155
14354.png,8,150,0
14355.png,5,163,166
14356.png,7,142,57
14357.png,9,64,128
14358.png,1,17,14
14359.png,4,141,102
14360.png,2,75,47
14361.png,9,151,97
14362.png,4,100,138
14363.png,7,85,120
14364.png,2,4,122
14365.png,0,1,2
14366.png,5,88,180
14367.png,1,42,178
14368.png,3,72,76
14369.png,8,132,95
14370.png,7,89,8
14371.png,2,148,129
14372.png,7,129,47
14373.png,3,150,89
14374.png,7,109,130
14375.png,7,117,156
14376.png,1,125,130
14377.png,4,6,132
14378.png,1,97,3
14379.png,1,45,42
14380.png,3,159,50
14381.png,1,92,135
14382.png,4,94,99
14383.png,2,160,89
14384.png,1,188,182
14385.png,4,15,47
14386.png,3,106,171
14387.png,9,102,87
14388.png,4,134,170
14389.png,8,175,37
14390.png,0,110,174
14391.png,5,87,93
14392.png,6,102,39
14393.png,0,133,21
14394.png,7,142,86
14395.png,6,75,55
14396.png,4,81,115
14397.png,4,12,0
14398.png,7,7,33
14399.png,2,105,82
14400.png,7,142,167
14401.png,9,66,131
14402.png,8,150,33
14403.png,7,55,3
14404.png,2,105,5
14405.png,5,109,147
14406.png,9,148,73
14407.png,0,135,56
14408.png,5,60,25
14409.png,1,7,182
14410.png,4,94,19
14411.png,6,111,154
14412.png,4,110,68
14413.png,0,62,89
14414.png,6,123,113
14415.png,4,32,137
14416.png,7,25,45
14417.png,1,176,185
14418.png,4,31,27
14419.png,3,69,21
14420.png,9,91,136
14421.png,2,129,165
14422.png,3,8,51
14423.png,2,173,62
14424.png,9,128,150
14425.png,1,41,153
14426.png,2,71,83
14427.png,8,27,165
14428.png,6,149,32
14429.png,4,106,74
14430.png,7,178,128
14431.png,7,41,180
14432.png,5,47,177
14433.png,9,181,103
14434.png,0,150,30
14435.png,2,171,105
14436.png,9,12,5
14437.png,5,118,17
14438.png,8,178,7
14439.png,2,158,121
14440.png,4,50,110
14441.png,0,45,126
14442.png,8,0,189
14443.png,6,9,102
14444.png,6,172,59
14445.png,1,76,120
14446.png,7,128,14
14447.png,4,171,141
14448.png,1,42,148
14449.png,7,55,105
14450.png,0,143,172
14451.png,1,178,91
14452.png,7,53,43
14453.png,5,157,126
14454.png,3,190,177
14455.png,1,61,43
14456.png,0,191,125
14457.png,6,123,74
14458.png,9,151,138
14459.png,2,180,72
14460.png,0,144,137
14461.png,1,38,12
14462.png,9,184,22
14463.png,2,145,136
14464.png,8,185,47
14465.png,5,59,18
14466.png,3,48,141
14467.png,9,72,174
14468.png,0,119,167
14469.png,4,49,44
14470.png,1,152,97
14471.png,9,54,100
14472.png,2,111,61
14473.png,2,34,123
14474.png,4,74,150
14475.png,9,41,151
14476.png,6,4,179
14477.png,5,103,32
14478.png,2,146,103
14479.png,0,21,70
14480.png,6,163,163
14481.png,1,80,164
14482.png,0,137,34
14483.png,8,180,152
14484.png,4,179,186
14485.png,3,114,80
14486.png,0,57,167
14487.png,0,55,115
14488.png,0,25,65
14489.png,7,185,89
14490.png,4,64,78
14491.png,3,136,106
14492.png,4,168,74
14493.png,7,72,103
14494.png,3,77,4
14495.png,5,40,24
14496.png,2,127,159
14497.png,8,127,189
14498.png,1,154,155
14499.png,0,28,64
14500.png,2,38,10
14501.png,1,2,9
14502.png,1,179,122
14503.png,7,40,8
14504.png,5,55,98
14505.png,6,67,178
14506.png,9,98,63
14507.png,1,112,186
14508.png,6,140,176
14509.png,0,159,143
14510.png,9,12,45
14511.png,3,131,39
14512.png,1,7,117
14513.png,6,34,143
14514.png,6,21,163
14515.png,9,143,2
14516.png,4,182,78
14517.png,7,56,163
14518.png,1,86,92
14519.png,1,108,57
14520.png,0,137,153
14521.png,4,84,57
14522.png,5,113,143
14523.png,9,161,170
14524.png,1,46,93
14525.png,9,148,129
14526.png,3,141,12
14527.png,3,20,98
14528.png,0,67,125
14529.png,8,179,37
14530.png,5,69,31
14531.png,7,108,62
14532.png,4,121,9
14533.png,5,41,90
14534.png,0,8,116
14535.png,4,81,162
14536.png,3,46,178
14537.png,7,81,115
14538.png,1,189,12
14539.png,8,1,67
14540.png,7,123,28
14541.png,9,160,114
14542.png,8,18,144
14543.png,3,25,77
14544.png,6,32,87
14545.png,9,179,158
14546.png,1,132,181
14547.png,6,99,105
14548.png,0,126,4
14549.png,1,183,16
14550.png,0,40,8
14551.png,8,147,184
14552.png,9,103,90
14553.png,6,27,53
14554.png,3,98,92
14555.png,4,142,26
14556.png,7,67,73
14557.png,4,99,41
14558.png,3,68,69
14559.png,2,168,118
14560.png,4,128,169
14561.png,7,54,57
14562.png,9,98,3
14563.png,9,4,80
14564.png,9,32,44
14565.png,8,158,81
14566.png,4,28,56
14567.png,0,58,160
14568.png,3,52,181
14569.png,2,26,126
14570.png,5,153,167
14571.png,9,87,74
14572.png,9,190,78
14573.png,4,176,50
14574.png,3,114,176
14575.png,3,9,151
14576.png,4,133,55
14577.png,7,111,164
14578.png,3,118,86
14579.png,5,175,143
14580.png,3,143,156
14581.png,8,160,34
14582.png,7,18,110
14583.png,2,65,152
14584.png,4,116,4
14585.png,0,22,74
14586.png,9,167,178
14587.png,8,182,85
14588.png,2,166,49
14589.png,7,142,8
14590.png,3,143,176
14591.png,0,100,29
14592.png,0,35,8
14593.png,1,79,104
14594.png,0,170,53
14595.png,2,45,20
14596.png,7,57,123
14597.png,0,105,70
14598.png,1,176,142
14599.png,9,187,175
14600.png,4,172,43
14601.png,2,5,150
14602.png,2,85,124
14603.png,7,78,109
14604.png,6,172,127
14605.png,3,137,48
14606.png,8,96,109
14607.png,4,159,114
14608.png,6,48,74
14609.png,9,83,59
14610.png,9,64,108
14611.png,7,156,117
14612.png,4,127,35
14613.png,8,4,165
14614.png,7,164,88
14615.png,0,169,73
14616.png,9,184,169
14617.png,9,184,179
14618.png,4,132,135
14619.png,2,83,182
14620.png,2,43,29
14621.png,6,162,6
14622.png,6,165,116
14623.png,3,42,31
14624.png,8,96,177
14625.png,6,96,34
14626.png,9,12,53
14627.png,5,31,114
14628.png,6,156,138
14629.png,6,26,150
14630.png,7,118,190
14631.png,6,9,149
14632.png,5,35,1
14633.png,7,162,148
14634.png,4,90,26
14635.png,4,45,129
14636.png,7,2,183
14637.png,8,54,126
14638.png,6,43,105
14639.png,6,188,155
14640.png,2,35,89
14641.png,7,15,26
14642.png,8,10,99
14643.png,1,15,91
14644.png,4,43,96
14645.png,4,116,132
14646.png,2,31,99
14647.png,3,164,114
14648.png,8,152,95
14649.png,4,70,6
14650.png,5,164,1
14651.png,3,72,15
14652.png,0,170,106
14653.png,7,147,81
14654.png,0,6,115
14655.png,2,189,100
14656.png,4,41,31
14657.png,5,25,141
14658.png,2,112,141
14659.png,1,101,180
14660.png,6,127,160
14661.png,9,95,171
14662.png,1,119,123
14663.png,5,111,75
14664.png,4,62,42
14665.png,8,54,38
14666.png,0,185,54
14667.png,4,178,18
14668.png,1,39,157
14669.png,5,109,10
14670.png,4,80,81
14671.png,7,80,19
14672.png,2,14,86
14673.png,5,184,145
14674.png,3,51,31
14675.png,2,50,92
14676.png,1,63,9
14677.png,5,9,101
14678.png,6,72,65
14679.png,6,68,46
14680.png,7,72,63
14681.png,5,132,188
14682.png,5,142,76
14683.png,9,15,173
14684.png,8,84,22
14685.png,3,46,47
14686.png,7,18,156
14687.png,9,185,127
14688.png,2,106,181
14689.png,0,139,58
14690.png,4,141,183
14691.png,5,44,42
14692.png,7,137,0
14693.png,8,32,163
14694.png,6,112,158
14695.png,9,163,169
14696.png,5,106,172
14697.png,2,47,151
14698.png,0,72,149
14699.png,4,1,119
14700.png,5,15,22
14701.png,6,148,51
14702.png,3,129,60
14703.png,3,65,108
14704.png,4,0,169
14705.png,9,144,34
14706.png,3,184,106
14707.png,5,125,80
14708.png,0,79,153
14709.png,3,65,154
14710.png,8,14,44
14711.png,8,69,66
14712.png,0,108,155
14713.png,1,161,68
14714.png,8,38,3
14715.png,2,36,44
14716.png,1,96,188
14717.png,1,79,146
14718.png,8,158,5
14719.png,6,49,138
14720.png,2,186,31
