file_name,foreground_label,background_label,position_x,position_y
12544.png,8,54,174,19
12545.png,5,91,132,27
12546.png,3,80,24,7
12547.png,7,96,34,79
12548.png,1,68,145,84
12549.png,2,39,147,9
12550.png,6,15,99,89
12551.png,1,92,61,43
12552.png,3,66,147,28
12553.png,0,59,53,12
12554.png,6,39,11,49
12555.png,9,92,70,16
12556.png,5,48,167,99
12557.png,8,97,14,146
12558.png,3,42,186,183
12559.png,5,50,6,36
12560.png,1,54,140,93
12561.png,6,7,68,150
12562.png,9,2,115,84
12563.png,9,49,129,102
12564.png,5,72,176,8
12565.png,7,70,25,182
12566.png,7,82,38,9
12567.png,5,42,102,168
12568.png,9,8,118,95
12569.png,5,51,26,4
12570.png,1,79,28,26
12571.png,5,22,187,85
12572.png,7,28,28,3
12573.png,5,28,38,140
12574.png,2,3,78,16
12575.png,1,83,145,87
12576.png,7,88,124,175
12577.png,4,11,17,112
12578.png,5,27,140,136
12579.png,7,94,55,55
12580.png,4,18,125,160
12581.png,5,96,73,10
12582.png,2,12,129,104
12583.png,2,31,21,54
12584.png,2,40,68,51
12585.png,8,62,3,93
12586.png,1,22,191,21
12587.png,6,99,169,149
12588.png,9,40,118,157
12589.png,2,86,155,28
12590.png,4,14,35,164
12591.png,4,4,104,168
12592.png,1,39,178,109
12593.png,5,37,191,43
12594.png,1,22,160,42
12595.png,3,94,43,102
12596.png,6,43,88,52
12597.png,6,68,170,38
12598.png,3,48,83,15
12599.png,8,38,122,45
12600.png,8,43,25,147
12601.png,3,61,70,78
12602.png,2,79,8,107
12603.png,4,63,85,6
12604.png,6,50,51,175
12605.png,8,61,7,69
12606.png,8,50,11,30
12607.png,2,20,141,111
12608.png,9,80,82,34
12609.png,6,6,31,161
12610.png,8,82,160,114
12611.png,4,52,7,125
12612.png,3,36,42,21
12613.png,9,17,23,128
12614.png,8,24,37,188
12615.png,8,91,41,52
12616.png,2,64,44,100
12617.png,7,35,170,64
12618.png,3,81,37,135
12619.png,6,60,31,48
12620.png,1,92,76,14
12621.png,5,27,168,133
12622.png,1,16,114,44
12623.png,2,77,110,64
12624.png,6,92,75,3
12625.png,7,73,123,131
12626.png,8,48,43,77
12627.png,7,97,97,85
12628.png,1,93,23,165
12629.png,1,46,49,69
12630.png,5,70,67,43
12631.png,3,53,168,184
12632.png,6,13,75,81
12633.png,7,96,147,98
12634.png,0,74,108,108
12635.png,6,0,103,120
12636.png,4,55,128,12
12637.png,9,31,147,153
12638.png,2,20,123,144
12639.png,3,17,44,24
12640.png,0,75,60,165
12641.png,6,28,36,121
12642.png,3,100,12,163
12643.png,1,64,77,20
12644.png,9,30,23,127
12645.png,4,84,188,166
12646.png,8,98,51,128
12647.png,3,48,183,150
12648.png,1,88,28,21
12649.png,5,11,67,83
12650.png,8,17,136,102
12651.png,2,31,131,90
12652.png,5,62,172,184
12653.png,9,40,17,141
12654.png,9,39,25,177
12655.png,5,56,143,33
12656.png,2,73,182,79
12657.png,6,27,184,171
12658.png,7,8,79,86
12659.png,0,86,169,141
12660.png,0,23,182,11
12661.png,5,82,144,144
12662.png,9,68,12,177
12663.png,4,47,129,51
12664.png,9,40,27,101
12665.png,4,1,65,103
12666.png,6,20,168,125
12667.png,2,2,32,156
12668.png,0,38,158,75
12669.png,2,86,5,88
12670.png,9,12,187,171
12671.png,3,97,82,167
12672.png,4,32,155,8
12673.png,3,82,71,71
12674.png,0,26,116,164
12675.png,2,69,70,127
12676.png,1,59,6,156
12677.png,7,95,30,37
12678.png,2,42,24,159
12679.png,6,99,9,139
12680.png,9,73,89,177
12681.png,3,5,7,44
12682.png,5,57,35,129
12683.png,7,37,5,37
12684.png,6,43,69,116
12685.png,1,44,114,40
12686.png,5,63,120,107
12687.png,5,31,127,28
12688.png,8,29,96,94
12689.png,6,11,16,139
12690.png,7,34,188,63
12691.png,4,54,169,115
12692.png,6,76,32,177
12693.png,2,91,156,70
12694.png,2,18,72,71
12695.png,7,44,144,49
12696.png,5,93,27,101
12697.png,2,75,104,161
12698.png,4,91,95,108
12699.png,8,30,46,53
12700.png,9,73,101,37
12701.png,5,29,56,92
12702.png,1,99,38,22
12703.png,2,82,173,81
12704.png,0,17,16,74
12705.png,7,66,88,60
12706.png,9,13,18,78
12707.png,3,84,111,9
12708.png,9,36,125,136
12709.png,9,18,71,73
12710.png,2,72,123,48
12711.png,2,69,74,47
12712.png,9,36,90,129
12713.png,7,93,49,59
12714.png,7,12,126,43
12715.png,9,92,154,22
12716.png,5,93,5,163
12717.png,4,5,147,152
12718.png,9,39,179,133
12719.png,1,58,5,54
12720.png,2,6,81,55
12721.png,2,50,49,2
12722.png,7,38,161,189
12723.png,4,62,168,29
12724.png,2,98,185,147
12725.png,8,73,84,48
12726.png,5,79,73,19
12727.png,4,29,115,37
12728.png,5,32,127,116
12729.png,9,78,74,160
12730.png,0,30,144,38
12731.png,8,90,113,158
12732.png,1,2,137,36
12733.png,7,79,2,102
12734.png,5,96,23,121
12735.png,6,43,133,136
12736.png,6,13,175,190
12737.png,4,91,24,0
12738.png,7,47,158,111
12739.png,6,26,127,62
12740.png,0,36,134,114
12741.png,1,23,152,156
12742.png,2,66,37,33
12743.png,1,81,54,163
12744.png,7,95,68,140
12745.png,9,63,95,173
12746.png,1,9,104,74
12747.png,8,46,76,177
12748.png,2,36,129,180
12749.png,0,84,131,74
12750.png,3,39,179,114
12751.png,7,65,189,107
12752.png,2,78,142,95
12753.png,2,52,41,50
12754.png,0,93,28,150
12755.png,1,56,136,47
12756.png,7,79,92,117
12757.png,0,64,189,169
12758.png,3,47,131,17
12759.png,7,15,182,43
12760.png,9,82,21,38
12761.png,0,34,16,159
12762.png,8,44,181,41
12763.png,7,70,65,184
12764.png,0,83,87,94
12765.png,6,15,24,177
12766.png,1,94,21,179
12767.png,0,42,109,159
12768.png,5,8,70,163
12769.png,5,78,147,101
12770.png,7,19,66,144
12771.png,8,97,73,33
12772.png,8,12,165,89
12773.png,1,49,184,184
12774.png,1,34,158,146
12775.png,9,7,23,117
12776.png,3,38,106,55
12777.png,0,21,178,52
12778.png,7,45,64,9
12779.png,6,55,69,152
12780.png,3,64,149,133
12781.png,6,12,126,126
12782.png,2,19,171,47
12783.png,3,12,163,116
12784.png,2,96,39,150
12785.png,0,11,19,12
12786.png,3,64,128,23
12787.png,7,77,57,63
12788.png,6,0,63,83
12789.png,9,99,69,155
12790.png,2,10,140,191
12791.png,5,27,126,61
12792.png,8,16,57,115
12793.png,9,18,152,118
12794.png,7,7,77,23
12795.png,4,90,2,23
12796.png,6,74,9,184
12797.png,4,88,78,21
12798.png,3,27,21,163
12799.png,6,57,151,35
12800.png,1,95,191,6
12801.png,8,69,183,29
12802.png,0,70,52,89
12803.png,4,45,45,59
12804.png,6,52,45,72
12805.png,4,41,188,105
12806.png,8,10,83,56
12807.png,0,92,96,143
12808.png,0,90,164,90
12809.png,0,86,48,15
12810.png,4,57,158,176
12811.png,3,99,81,99
12812.png,4,82,141,176
12813.png,8,95,107,68
12814.png,1,71,136,18
12815.png,3,94,143,150
12816.png,9,44,77,175
12817.png,0,91,7,169
12818.png,0,92,17,52
12819.png,2,46,5,62
12820.png,0,10,1,100
12821.png,3,77,82,76
12822.png,9,32,11,171
12823.png,3,45,84,145
12824.png,6,33,7,16
12825.png,5,54,152,72
12826.png,4,81,181,131
12827.png,9,54,102,96
12828.png,1,41,183,126
12829.png,5,6,90,40
12830.png,8,39,30,147
12831.png,6,14,148,115
12832.png,5,11,173,160
12833.png,5,83,122,113
12834.png,8,75,13,15
12835.png,9,85,186,176
12836.png,0,32,191,75
12837.png,3,33,1,68
12838.png,7,49,6,100
12839.png,5,32,33,102
12840.png,9,83,81,113
12841.png,1,19,146,25
12842.png,7,74,155,151
12843.png,4,91,118,112
12844.png,7,97,88,144
12845.png,7,80,90,9
12846.png,4,19,159,136
12847.png,2,76,132,159
12848.png,7,6,154,191
12849.png,1,87,154,72
12850.png,6,10,24,88
12851.png,5,67,11,11
12852.png,6,71,87,160
12853.png,3,78,46,20
12854.png,0,64,17,52
12855.png,8,53,97,175
12856.png,1,55,180,3
12857.png,8,77,187,82
12858.png,4,39,89,55
12859.png,4,1,159,141
12860.png,2,94,105,121
12861.png,8,72,181,84
12862.png,4,24,179,117
12863.png,9,71,16,80
12864.png,7,13,25,60
12865.png,1,63,25,73
12866.png,8,16,27,24
12867.png,8,44,188,148
12868.png,8,101,96,72
12869.png,7,39,101,188
12870.png,3,27,58,160
12871.png,2,85,124,62
12872.png,3,63,28,106
12873.png,9,69,57,55
12874.png,6,13,129,144
12875.png,1,68,119,133
12876.png,8,50,184,70
12877.png,2,43,114,126
12878.png,9,8,8,25
12879.png,6,60,115,164
12880.png,8,83,91,80
12881.png,1,24,68,66
12882.png,3,37,163,60
12883.png,0,28,149,86
12884.png,5,62,122,73
12885.png,6,43,108,15
12886.png,3,98,104,49
12887.png,6,76,178,39
12888.png,7,50,114,140
12889.png,7,61,100,150
12890.png,5,57,9,89
12891.png,8,91,141,37
12892.png,2,5,39,96
12893.png,1,48,157,156
12894.png,1,95,65,1
12895.png,9,30,42,120
12896.png,4,40,71,159
12897.png,6,97,147,154
12898.png,4,71,20,170
12899.png,7,85,2,121
12900.png,7,22,111,88
12901.png,7,8,164,110
12902.png,9,53,41,14
12903.png,1,56,1,185
12904.png,3,50,99,56
12905.png,8,35,51,149
12906.png,6,15,112,100
12907.png,8,68,51,43
12908.png,5,43,74,146
12909.png,7,82,76,108
12910.png,0,10,94,118
12911.png,0,26,154,82
12912.png,5,29,25,43
12913.png,5,17,131,40
12914.png,1,33,189,79
12915.png,0,10,106,32
12916.png,0,71,178,167
12917.png,1,69,175,57
12918.png,8,31,107,149
12919.png,1,99,91,135
12920.png,1,53,93,157
12921.png,4,92,0,67
12922.png,0,64,66,187
12923.png,1,54,168,183
12924.png,2,21,191,131
12925.png,7,31,52,190
12926.png,8,23,133,183
12927.png,1,86,156,125
12928.png,6,65,151,2
12929.png,1,23,107,145
12930.png,6,37,133,18
12931.png,5,86,167,109
12932.png,8,45,13,42
12933.png,6,11,5,80
12934.png,6,59,84,182
12935.png,8,52,130,18
12936.png,0,75,187,87
12937.png,5,83,16,123
12938.png,8,53,83,31
12939.png,6,44,16,21
12940.png,2,30,118,14
12941.png,7,19,130,90
12942.png,7,56,164,10
12943.png,3,59,82,49
12944.png,0,56,115,161
12945.png,2,8,95,157
12946.png,1,99,79,159
12947.png,5,70,90,89
12948.png,9,26,134,123
12949.png,1,1,136,104
12950.png,9,45,183,142
12951.png,8,58,179,2
12952.png,3,100,71,75
12953.png,3,29,153,25
12954.png,8,8,163,39
12955.png,9,46,160,85
12956.png,3,61,77,100
12957.png,9,100,170,147
12958.png,2,72,187,185
12959.png,4,80,146,187
12960.png,0,13,111,160
12961.png,7,6,24,183
12962.png,5,86,105,66
12963.png,1,54,149,27
12964.png,1,90,186,84
12965.png,3,88,46,166
12966.png,3,27,90,88
12967.png,0,90,94,18
12968.png,4,72,72,183
12969.png,3,99,22,114
12970.png,9,37,142,171
12971.png,3,98,84,58
12972.png,9,14,186,132
12973.png,3,82,148,80
12974.png,5,58,2,39
12975.png,4,92,130,78
12976.png,9,62,49,16
12977.png,1,25,89,79
12978.png,2,51,58,0
12979.png,9,5,126,34
12980.png,7,43,109,51
12981.png,1,81,53,159
12982.png,1,47,132,106
12983.png,7,92,146,190
12984.png,7,4,2,4
12985.png,7,100,68,72
12986.png,9,20,155,26
12987.png,5,1,145,64
12988.png,3,41,40,36
12989.png,4,66,54,124
12990.png,2,93,151,150
12991.png,0,61,68,107
12992.png,2,80,114,97
12993.png,0,38,85,156
12994.png,7,79,14,151
12995.png,7,37,186,21
12996.png,6,41,165,3
12997.png,4,51,82,189
12998.png,7,40,58,80
12999.png,1,61,180,171
13000.png,9,41,104,129
13001.png,3,7,34,56
13002.png,1,13,171,133
13003.png,9,19,114,186
13004.png,8,72,10,56
13005.png,4,95,142,29
13006.png,1,8,171,86
13007.png,2,96,5,136
13008.png,0,34,124,32
13009.png,7,93,36,138
13010.png,1,51,131,91
13011.png,0,2,145,88
13012.png,4,89,84,160
13013.png,3,99,9,71
13014.png,7,76,186,120
13015.png,8,44,178,51
13016.png,0,70,132,94
13017.png,9,1,152,85
13018.png,6,7,91,39
13019.png,3,49,14,90
13020.png,8,36,148,168
13021.png,4,28,106,47
13022.png,7,100,148,67
13023.png,4,81,119,85
13024.png,9,66,72,23
13025.png,4,66,161,138
13026.png,7,68,89,148
13027.png,8,80,164,124
13028.png,0,18,99,40
13029.png,6,84,37,162
13030.png,0,81,30,155
13031.png,0,10,164,161
13032.png,1,47,156,75
13033.png,2,58,61,45
13034.png,9,45,105,127
13035.png,2,83,125,154
13036.png,2,36,35,83
13037.png,1,56,111,67
13038.png,4,17,149,122
13039.png,7,83,26,5
13040.png,1,48,172,99
13041.png,8,72,134,162
13042.png,2,91,54,93
13043.png,0,69,64,44
13044.png,1,84,11,94
13045.png,5,21,184,117
13046.png,6,9,51,14
13047.png,2,36,158,168
13048.png,5,50,49,133
13049.png,6,7,127,39
13050.png,5,30,166,24
13051.png,0,100,46,53
13052.png,1,8,165,73
13053.png,3,87,138,71
13054.png,8,53,159,10
13055.png,0,100,58,141
13056.png,1,41,121,116
13057.png,5,99,37,149
13058.png,7,23,57,15
13059.png,2,57,124,106
13060.png,0,52,10,159
13061.png,3,57,113,73
13062.png,3,100,33,87
13063.png,9,74,139,70
13064.png,3,89,131,188
13065.png,1,65,85,66
13066.png,6,49,27,107
13067.png,5,24,65,42
13068.png,0,19,179,82
13069.png,0,27,73,173
13070.png,9,28,119,75
13071.png,2,10,36,21
13072.png,8,0,70,45
13073.png,5,32,137,134
13074.png,9,28,27,36
13075.png,2,29,176,104
13076.png,6,75,171,90
13077.png,6,41,146,140
13078.png,9,81,146,46
13079.png,8,91,69,186
13080.png,6,24,10,183
13081.png,2,19,188,184
13082.png,3,12,33,190
13083.png,7,87,73,31
13084.png,0,83,115,4
13085.png,3,74,76,84
13086.png,0,66,73,35
13087.png,5,48,93,30
13088.png,1,42,10,6
13089.png,3,17,25,44
13090.png,0,23,181,27
13091.png,3,79,116,14
13092.png,7,61,16,56
13093.png,3,86,57,39
13094.png,3,24,159,149
13095.png,8,77,86,132
13096.png,9,53,19,111
13097.png,5,53,47,144
13098.png,1,49,148,104
13099.png,1,70,140,2
13100.png,5,22,96,167
13101.png,6,20,89,15
13102.png,4,52,130,154
13103.png,5,101,3,82
13104.png,5,65,164,125
13105.png,7,80,57,41
13106.png,0,14,173,45
13107.png,2,68,3,39
13108.png,1,82,128,32
13109.png,8,44,75,15
13110.png,0,80,161,51
13111.png,5,32,75,76
13112.png,5,52,172,155
13113.png,7,4,45,47
13114.png,2,93,130,9
13115.png,8,100,140,187
13116.png,8,9,177,176
13117.png,6,61,63,92
13118.png,1,96,34,69
13119.png,7,41,112,124
13120.png,6,76,145,185
13121.png,5,34,161,137
13122.png,1,95,64,35
13123.png,6,40,153,90
13124.png,7,57,176,118
13125.png,9,90,169,126
13126.png,7,10,66,14
13127.png,6,83,94,81
13128.png,9,75,125,33
13129.png,1,96,152,52
13130.png,2,88,109,164
13131.png,8,26,65,49
13132.png,7,34,6,25
13133.png,9,14,139,191
13134.png,4,69,92,70
13135.png,7,78,109,170
13136.png,7,46,4,55
13137.png,6,34,114,173
13138.png,9,92,30,49
13139.png,8,74,56,185
13140.png,6,82,65,85
13141.png,2,11,35,116
13142.png,5,77,101,41
13143.png,6,27,86,65
13144.png,1,28,82,146
13145.png,4,20,55,133
13146.png,7,87,109,48
13147.png,7,80,138,37
13148.png,9,77,124,30
13149.png,1,72,116,133
13150.png,5,25,15,9
13151.png,5,84,189,87
13152.png,1,97,61,83
13153.png,6,31,128,173
13154.png,2,11,146,149
13155.png,9,74,188,180
13156.png,1,66,144,127
13157.png,8,40,43,17
13158.png,1,95,114,55
13159.png,5,10,89,189
13160.png,9,101,141,159
13161.png,5,57,34,30
13162.png,6,23,155,125
13163.png,2,97,4,77
13164.png,4,33,23,115
13165.png,0,28,81,78
13166.png,1,18,24,109
13167.png,3,56,84,182
13168.png,6,37,133,60
13169.png,8,32,60,37
13170.png,3,10,139,83
13171.png,7,23,175,29
13172.png,9,33,149,183
13173.png,5,95,131,131
13174.png,0,38,114,14
13175.png,8,76,187,132
13176.png,6,63,123,131
13177.png,2,7,12,4
13178.png,7,40,18,140
13179.png,2,4,108,80
13180.png,6,81,151,20
13181.png,0,61,148,17
13182.png,7,57,146,107
13183.png,4,12,145,173
13184.png,6,41,82,156
13185.png,7,26,98,122
13186.png,4,30,138,7
13187.png,5,51,160,153
13188.png,6,95,130,108
13189.png,3,51,186,76
13190.png,5,55,94,74
13191.png,1,71,134,100
13192.png,7,3,35,37
13193.png,7,9,10,175
13194.png,0,85,1,33
13195.png,2,68,157,185
13196.png,4,94,145,104
13197.png,8,29,57,116
13198.png,7,68,78,41
13199.png,9,26,91,50
13200.png,7,61,95,68
13201.png,3,91,112,29
13202.png,3,7,24,17
13203.png,5,16,87,81
13204.png,3,85,171,80
13205.png,3,36,48,104
13206.png,0,99,37,23
13207.png,1,84,41,24
13208.png,9,99,71,127
13209.png,6,92,138,170
13210.png,4,97,69,182
13211.png,9,61,152,37
13212.png,4,11,41,98
13213.png,6,48,14,114
13214.png,9,63,168,178
13215.png,4,90,172,172
13216.png,6,77,23,61
13217.png,1,51,181,170
13218.png,1,89,134,4
13219.png,7,29,74,46
13220.png,6,20,53,50
13221.png,3,5,127,149
13222.png,3,61,53,93
13223.png,0,25,94,110
13224.png,7,94,163,19
13225.png,0,28,3,176
13226.png,2,67,162,117
13227.png,8,78,84,142
13228.png,2,81,76,168
13229.png,0,61,174,6
13230.png,0,62,34,166
13231.png,4,88,176,76
13232.png,2,59,32,133
13233.png,8,17,109,98
13234.png,1,15,88,141
13235.png,3,101,153,6
13236.png,5,70,73,65
13237.png,7,17,165,174
13238.png,0,0,45,146
13239.png,1,8,136,89
13240.png,1,101,173,179
13241.png,8,11,161,159
13242.png,1,2,79,173
13243.png,2,92,72,151
13244.png,1,61,12,101
13245.png,5,101,26,67
13246.png,5,16,125,127
13247.png,3,72,8,129
13248.png,0,21,6,48
13249.png,5,7,141,82
13250.png,2,16,161,77
13251.png,5,70,82,61
13252.png,5,60,163,83
13253.png,3,5,140,0
13254.png,3,34,134,116
13255.png,9,98,100,136
13256.png,5,16,30,94
13257.png,5,49,13,45
13258.png,8,85,79,112
13259.png,3,27,112,10
13260.png,0,42,23,187
13261.png,6,44,176,86
13262.png,1,7,87,138
13263.png,9,4,154,42
13264.png,1,100,168,60
13265.png,9,39,64,169
13266.png,8,56,155,189
13267.png,7,96,143,81
13268.png,7,96,20,93
13269.png,4,98,19,103
13270.png,2,76,93,105
13271.png,7,23,133,137
13272.png,7,93,102,173
13273.png,2,5,56,155
13274.png,8,80,158,96
13275.png,2,34,110,1
13276.png,7,88,180,51
13277.png,1,98,145,172
13278.png,2,2,66,139
13279.png,4,56,17,31
13280.png,7,40,75,90
13281.png,3,10,119,22
13282.png,4,24,152,164
13283.png,5,56,79,41
13284.png,7,56,141,155
13285.png,5,18,191,23
13286.png,2,46,168,98
13287.png,3,19,132,177
13288.png,5,89,111,183
13289.png,0,31,35,89
13290.png,2,71,21,107
13291.png,6,67,173,7
13292.png,4,80,123,37
13293.png,8,58,26,22
13294.png,9,69,156,60
13295.png,7,68,85,51
13296.png,1,10,163,98
13297.png,3,77,152,4
13298.png,9,79,169,66
13299.png,7,4,161,10
13300.png,2,21,110,138
13301.png,1,47,167,90
13302.png,3,45,168,184
13303.png,4,96,3,179
13304.png,7,80,60,20
13305.png,8,36,190,158
13306.png,6,88,157,29
13307.png,4,40,56,45
13308.png,9,55,153,126
13309.png,4,54,13,40
13310.png,4,76,136,119
13311.png,1,26,36,173
13312.png,0,91,158,103
13313.png,3,64,62,2
13314.png,2,32,52,114
13315.png,8,24,104,37
13316.png,5,64,178,100
13317.png,1,74,18,121
13318.png,2,35,163,37
13319.png,4,45,33,17
13320.png,9,67,179,184
13321.png,2,42,113,108
13322.png,8,31,124,69
13323.png,1,90,107,123
13324.png,0,0,172,88
13325.png,8,86,32,181
13326.png,0,28,2,66
13327.png,1,100,71,24
13328.png,3,33,115,46
13329.png,3,27,118,93
13330.png,3,36,75,113
13331.png,6,80,26,76
13332.png,1,9,90,92
13333.png,7,56,31,178
13334.png,0,92,173,146
13335.png,6,68,28,81
13336.png,7,5,150,144
13337.png,9,85,86,159
13338.png,8,88,46,118
13339.png,7,12,35,179
13340.png,2,23,177,189
13341.png,2,11,22,114
13342.png,9,12,137,169
13343.png,9,52,185,140
13344.png,6,97,16,185
13345.png,5,56,166,14
13346.png,9,5,95,105
13347.png,7,83,139,39
13348.png,0,81,142,73
13349.png,3,39,100,77
13350.png,8,71,186,107
13351.png,7,67,50,10
13352.png,5,52,174,50
13353.png,7,22,128,186
13354.png,6,37,122,65
13355.png,8,24,160,150
13356.png,5,90,155,125
13357.png,0,76,179,95
13358.png,9,63,189,14
13359.png,5,72,163,71
13360.png,5,50,12,38
13361.png,5,44,128,121
13362.png,2,36,131,1
13363.png,4,33,120,24
13364.png,9,89,37,53
13365.png,6,80,98,98
13366.png,1,86,82,78
13367.png,6,58,17,120
13368.png,0,44,117,173
13369.png,8,47,83,81
13370.png,9,50,16,87
13371.png,3,66,165,176
13372.png,7,36,24,10
13373.png,7,17,19,115
13374.png,1,95,80,165
13375.png,5,24,51,146
13376.png,7,50,6,29
13377.png,7,54,108,166
13378.png,7,25,63,160
13379.png,9,15,45,185
13380.png,9,55,101,1
13381.png,9,34,54,49
13382.png,0,88,127,89
13383.png,6,28,100,170
13384.png,9,92,127,4
13385.png,4,100,75,73
13386.png,8,75,40,114
13387.png,5,25,56,62
13388.png,8,25,2,24
13389.png,6,44,57,172
13390.png,6,74,73,70
13391.png,4,28,191,146
13392.png,5,29,131,9
13393.png,3,91,25,84
13394.png,7,20,175,186
13395.png,4,25,4,14
13396.png,3,9,83,187
13397.png,2,45,22,21
13398.png,2,1,121,163
13399.png,9,43,87,174
13400.png,0,44,146,175
13401.png,0,44,120,71
13402.png,1,98,87,64
13403.png,6,12,119,100
13404.png,8,42,45,151
13405.png,5,53,7,142
13406.png,8,85,61,34
13407.png,9,86,4,67
13408.png,2,65,190,57
13409.png,7,61,111,187
13410.png,6,89,51,173
13411.png,5,45,158,91
13412.png,4,97,18,56
13413.png,2,12,51,66
13414.png,6,21,167,173
13415.png,2,28,25,100
13416.png,4,23,1,60
13417.png,1,100,10,60
13418.png,2,33,55,17
13419.png,0,77,56,3
13420.png,0,53,157,48
13421.png,9,67,49,186
13422.png,1,17,113,160
13423.png,7,82,186,159
13424.png,2,12,57,136
13425.png,8,7,9,56
13426.png,8,77,188,178
13427.png,4,12,142,109
13428.png,4,82,108,46
13429.png,9,20,12,156
13430.png,7,81,108,115
13431.png,2,11,126,31
13432.png,6,10,81,17
13433.png,2,49,82,7
13434.png,0,27,87,144
13435.png,2,95,48,128
13436.png,0,25,33,125
13437.png,2,62,179,1
13438.png,2,54,0,182
13439.png,3,2,10,118
13440.png,6,62,172,103
13441.png,6,93,88,44
13442.png,7,36,182,3
13443.png,3,84,179,109
13444.png,1,75,51,50
13445.png,7,79,30,72
13446.png,3,48,166,88
13447.png,2,7,171,177
13448.png,2,2,142,188
13449.png,8,19,108,15
13450.png,7,94,17,25
13451.png,4,7,154,128
13452.png,6,46,189,180
13453.png,4,17,101,160
13454.png,9,28,23,34
13455.png,6,32,45,84
13456.png,5,54,41,13
13457.png,0,12,9,25
13458.png,3,76,129,147
13459.png,0,19,109,133
13460.png,8,8,12,182
13461.png,5,38,134,35
13462.png,1,88,21,94
13463.png,3,70,133,113
13464.png,4,17,150,60
13465.png,2,37,48,33
13466.png,4,22,177,145
13467.png,0,6,57,135
13468.png,1,28,66,182
13469.png,4,76,1,58
13470.png,1,52,142,168
13471.png,3,57,10,41
13472.png,4,65,57,188
13473.png,0,7,16,180
13474.png,9,57,73,124
13475.png,9,77,41,70
13476.png,8,16,178,68
13477.png,2,63,121,173
13478.png,2,56,16,60
13479.png,6,101,124,78
13480.png,0,46,132,127
13481.png,8,19,61,161
13482.png,7,98,59,110
13483.png,0,44,166,21
13484.png,6,31,49,94
13485.png,2,24,76,142
13486.png,2,3,100,46
13487.png,2,32,25,66
13488.png,1,71,105,182
13489.png,0,52,102,168
13490.png,0,94,131,143
13491.png,9,71,143,68
13492.png,2,18,101,133
13493.png,7,32,78,65
13494.png,7,92,78,70
13495.png,6,89,116,160
13496.png,6,62,121,76
13497.png,0,44,136,12
13498.png,4,26,153,151
13499.png,5,66,115,36
13500.png,6,73,189,41
13501.png,8,44,17,24
13502.png,3,57,82,25
13503.png,9,0,68,12
13504.png,8,13,83,88
13505.png,1,41,124,168
13506.png,2,91,128,88
13507.png,0,28,87,44
13508.png,1,94,10,5
13509.png,1,42,105,25
13510.png,4,2,50,181
13511.png,6,95,66,172
13512.png,9,59,80,2
13513.png,4,41,138,126
13514.png,7,46,0,112
13515.png,6,5,67,123
13516.png,7,93,113,68
13517.png,5,30,81,166
13518.png,3,9,33,164
13519.png,8,90,51,108
13520.png,9,63,74,41
13521.png,7,68,57,191
13522.png,0,87,79,109
13523.png,1,43,120,184
13524.png,2,6,105,24
13525.png,7,75,15,87
13526.png,1,3,1,85
13527.png,5,79,114,59
13528.png,5,36,99,168
13529.png,9,37,181,64
13530.png,3,60,70,42
13531.png,9,59,98,23
13532.png,5,53,135,137
13533.png,3,74,124,41
13534.png,1,58,76,0
13535.png,8,1,122,176
13536.png,4,75,175,184
13537.png,6,71,123,29
13538.png,9,75,28,19
13539.png,7,85,150,89
13540.png,7,26,58,76
13541.png,3,83,47,159
13542.png,2,98,130,136
13543.png,1,74,46,45
13544.png,1,61,53,91
13545.png,8,69,164,23
13546.png,8,74,180,107
13547.png,7,50,166,139
13548.png,5,52,109,81
13549.png,0,48,125,93
13550.png,6,10,50,106
13551.png,5,83,60,19
13552.png,3,55,134,66
13553.png,8,9,131,146
13554.png,6,60,34,119
13555.png,1,96,93,22
13556.png,2,61,128,37
13557.png,2,73,184,66
13558.png,1,16,41,125
13559.png,2,55,85,11
13560.png,3,53,132,30
13561.png,0,17,168,51
13562.png,8,96,122,58
13563.png,1,97,149,86
13564.png,2,67,144,174
13565.png,8,7,52,20
13566.png,7,74,57,0
13567.png,2,8,101,94
13568.png,4,62,54,111
13569.png,7,79,143,48
13570.png,0,96,53,46
13571.png,1,74,15,45
13572.png,8,94,22,151
13573.png,6,74,88,185
13574.png,8,47,59,26
13575.png,0,48,163,187
13576.png,8,9,76,138
13577.png,9,101,43,37
13578.png,0,74,61,2
13579.png,5,37,160,23
13580.png,9,26,21,121
13581.png,3,33,170,176
13582.png,8,73,47,130
13583.png,0,31,133,66
13584.png,3,34,119,119
13585.png,2,70,120,41
13586.png,9,74,160,56
13587.png,8,89,157,13
13588.png,9,43,0,48
13589.png,6,89,162,114
13590.png,3,60,175,181
13591.png,8,91,16,97
13592.png,5,68,81,15
13593.png,3,73,180,190
13594.png,0,29,88,174
13595.png,3,31,66,89
13596.png,6,57,73,143
13597.png,7,6,123,154
13598.png,5,95,152,139
13599.png,9,66,99,25
13600.png,6,74,14,141
13601.png,3,34,156,97
13602.png,3,36,17,68
13603.png,6,12,127,93
13604.png,5,66,88,142
13605.png,7,67,159,38
13606.png,8,38,34,12
13607.png,6,28,97,179
13608.png,1,19,65,19
13609.png,9,49,145,45
13610.png,5,30,76,117
13611.png,6,56,188,85
13612.png,3,58,42,189
13613.png,0,87,80,23
13614.png,8,45,29,81
13615.png,1,13,111,52
13616.png,8,20,36,147
13617.png,6,52,1,1
13618.png,5,63,169,20
